critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
17,"Chock full of a host of new gameplay features and new artwork designed from scratch, Tropico 5 takes the series into a new direction - dynasties. You, as El Presidente, will first take control of the infamous island of Tropico during early colonial times and then guide it through the centuries as the world changes and moves ever forward.","Haemimont, Haemimont Games",PlayStation 4 Strategy Games,Tycoon,http://www.metacritic.com/game/playstation-4/tropico-5,T,76,PlayStation 4,Kalypso,2015-04-28,Tropico 5,119,71
15,"In the years following the invasion of Earth in 2018, the planet is overrun by alien machines. Humankind is on the verge of extinction. Banded together in huge convoys, they search the frozen tundra for food and supplies. Since the war, the roles have been reversed: now our species seems to be the Anomaly on a machine-controlled planet. Your convoy, Commander, is called Yukon.",11 bit studios,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/anomaly-2,T,74,PlayStation 4,11 bit studios,2014-09-16,Anomaly 2,11,55
4,"Washing up on the shores of the afterlife, players meet and join forces with vibrant ghost-samurai warriors, magical animal-monks, and mustachioed samurai generals on the way to capture Skulls of the Shogun.  With its roots in classic turn-based strategy gaming, Skulls of the Shogun retains depth and adds a smooth, simple interface that makes it accessible and enjoyable even to players new to the genre.  Players immerse themselves in battle with fun and unique game play features amidst lush, eerie environments.  Also featuring 4-player local and networked multi-player and an original score inspired by old samurai films and dub, Skulls of the Shogun offers simple-yet-deep, refined and offbeat game-play.",17-Bit,PlayStation 4 Strategy Games,Fantasy,http://www.metacritic.com/game/playstation-4/skulls-of-the-shogun-bone-a-fide-edition,T,80,PlayStation 4,17-Bit,2015-06-02,Skulls of the Shogun: Bone-a-Fide Edition,20,66
4,Enter the Duelist Simulator to take your place among the finest Duelists ever in Yu-Gi-Oh! Legacy of the Duelist! Players from around the world have been invited to take part in an elite Dueling program that simulates the best Duels across all of Yu-Gi-Oh! history.,Konami,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/yu-gi-oh!-legacy-of-the-duelist,E10+,75,PlayStation 4,Konami,2015-07-31,Yu-Gi-Oh! Legacy of the Duelist,69,76
8,"Ever played escort missions in a tower defense setting? Imagine using the defenses and walls to keep the enemies out, but also having safe and open paths for your allies to run through. Or how about having all the structures be destroyable? Now, some enemies are pretty dumb and will follow the path you cleverly designed, but the smarter ones will take out any structure that can pose a threat to them. So now you have defenses that can be damaged. To balance things out, you are given a giant hammer that can quickly repair structures. Engineers are also available to auto-repair any damaged structures nearby. [Neptune Interactive]",Neptune Interactive Inc.,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/the-castle-game,E10+,68,PlayStation 4,Neptune Interactive Inc.,2015-08-04,The Castle Game,12,68
33,"Deception 4: The Nightmare Princess is the successor to Deception IV: Blood Ties, which revolved around Laegrinna, a deceitful fragment of the Devil’s soul who chose between Sadistic Torment, Elaborate Death, or Humiliating Demise to defeat her foes through trickery. In this new installment, players not only relive Laegrinna’s entire pursuit to free her father, the Devil, from his eternal prison, but they also get introduced to an entirely new, wickedly sadistic, and infernally mischievous character: Velguirie.",Koei Tecmo Games,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/deception-iv-the-nightmare-princess,M,69,PlayStation 4,Koei Tecmo Games,2015-07-14,Deception IV: The Nightmare Princess,25,73
20,"Become a Daimyo of the Warring States period of Japanese history in NOBUNAGA'S AMBITION, a historical simulation game of conquest and domination. It is the 30th anniversary of this series and this current release, NOBUNAGA'S AMBITION: Sphere of Influence, is the crown of the series.",Koei Tecmo Games,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/nobunagas-ambition-sphere-of-influence,T,80,PlayStation 4,Koei Tecmo Games,2015-09-01,Nobunaga's Ambition: Sphere of Influence,52,80
5,NOVA-111 is a sci-fi themed turn-based adventure game with a twist of real-time action. Navigate your trusty orange science vessel as you voyage through mysterious planets in search for the famed scientists who were lost into the cosmic REAL-TIME vortex.,Funktronic Labs,PlayStation 4 Strategy Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/nova-111,E,73,PlayStation 4,Curve Studios,2015-08-25,NOVA-111,15,51
19,"Leaving the battlefields of past eras behind, players face off against rival toy armies to determine who rules the battlefield.",Krome Studios,PlayStation 4 Strategy Games,Strategy,http://www.metacritic.com/game/playstation-4/toy-soldiers-war-chest,NA,62,PlayStation 4,Ubisoft,2015-08-11,Toy Soldiers: War Chest,63,74
44,"With the addition of General Manager Contracts, you now must consider Ownership Expectations when operating your team, and your performance will determine the job offers that you'll be confronted with. Building a championship-caliber team is more dynamic than in previous iterations, with the new Performance-based Player Progression, as well as improved Trade and Contract logic. Partner up with Brand Sponsors, giving your broadcast elements an official sponsor and earn some extra cash to spend on your team.",SCEA San Diego Studios,PlayStation 4 Sports Games,Traditional,http://www.metacritic.com/game/playstation-4/mlb-15-the-show,E,80,PlayStation 4,SCEA,2015-03-31,MLB 15: The Show,191,78
37,"Whether playing alone or online, your mission to build an NFL dynasty begins with Connected Franchise. Interact and build your team with more control with Game Prep. Want to develop your backup QB? Between matchups, spend extra time on him each week to earn training points without having to force him into the real games before he is ready. Build your teams' confidence through performance and front office transactions. Balance keeping player's confidence up, to increase abilities and build player XP.",EA Sports,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/madden-nfl-16,E,83,PlayStation 4,EA Sports,2015-08-25,Madden NFL 16,187,59
54,"The upgraded feint moves allow for sudden directional changes that can cause defenders to lose their balance. But the developers have added a new system to the defenders arsenal. With Perfect Defence, players who time their tackles perfectly are able to powerfully shove their opponent out of the way and instantly secure the ball, allowing to create direct turnarounds and counter opportunities.",Konami,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/pro-evolution-soccer-2016,E,87,PlayStation 4,Konami,2015-09-15,Pro Evolution Soccer 2016,684,72
18,"Blood Bowl II mashes Warhammer and football together, in an explosive cocktail of turn-based strategy, humor and brutality, adapted from Games Workshop’s board game.",Cyanide,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/blood-bowl-2,T,72,PlayStation 4,Focus Home Interactive,2015-09-22,Blood Bowl 2,43,73
6,Choose from among the 20 teams in the World Cup and take part in the most prestigious competition in rugby.,HB Studios Multimedia,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/rugby-world-cup-2015,E,25,PlayStation 4,Bigben Interactive,2015-09-04,Rugby World Cup 2015,44,21
33,"Gameplay offers multiple ways to play, including arcade controls where the left stick is used to control power and accuracy, with the ability to add spin to the shot while the ball is in the air. In addition to the arcade controls, the return of 3-Click swings appeals to nostalgic gamers who prefer to set power and accuracy by tapping a button rather than moving a thumbstick. Those looking for an extra challenge can turn on Tour settings. When playing with Tour controls, the length of your backswing and speed of your follow through determine power, while the club path through the ball will be the most important factor in accounting for accuracy. Fans can also mix and match all three settings to create their own custom gameplay style. Courses themselves also affect how your shots are played, as firmer, links-style courses like St. Andrews provides more bounce and roll, while softer courses such as TPC Sawgrass have less bounce and be more receptive to spin. [EA Sports]",EA Tiburon,PlayStation 4 Sports Games,Traditional,http://www.metacritic.com/game/playstation-4/rory-mcilroy-pga-tour,E,61,PlayStation 4,EA Sports,2015-07-14,Rory McIlroy PGA Tour,85,36
27,"LIVE Pro-Am is a fast-paced way to Rise Together with your friends. Pro-Am features LIVE Run and Summer Circuit, two online multiplayer modes that let you compete on iconic indoor and outdoor courts across North America. Play 5-on-5 street ball in LIVE Run. Meet NBA greats on the courts that made them famous in Summer Circuit.",EA Sports,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/nba-live-16,E,59,PlayStation 4,EA Sports,2015-09-29,NBA Live 16,73,60
26,"NHL 17 introduces three new modes that connect you to the sport to live out your hockey fantasy. The new Draft Champions mode introduces the fantasy draft with fast rounds of superstar picks. For the first time in EA SPORTS NHL history, the World Cup of Hockey game mode lets you take to the ice on a global stage and compete with your national hockey heroes. The next generation of Be a GM introduces Franchise Mode where you answer directly to the owner and take total control of the team and the business, from fan concessions to promotional nights to the arena and city you compete in. NHL 17 also brings gameplay control over every inch of the ice. The new Net Battle system lets you fight for that critical space in front of the crease on offense and defense. Authentic goaltenders both look and play the part with true-to-life stances and smarter Reactionary Save Intelligence that lets goalies read and react with an athletic save or get big with the body to block the puck. Improved hitting, passing, puck pick-ups and skating let you own every zone and dozens of new goal celebrations bring the crowd to their feet making your biggest moments memorable. [Electronic Arts]","EA Canada, EA Vancouver",PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/nhl-17,E10+,78,PlayStation 4,EA Sports,2016-09-13,NHL 17,107,56
28,"Players who are drawn to team experiences can jump into either 6 v. 6 Online Team Play, Online Couch Co-op, or the EA SPORTS Hockey League, that’s been re-formulated to deliver a new player class system for a more competitive and balanced experience. Players who want to build their own legacy can dive into Be-A-Pro, which allows them to start their career in the minors and takes them through a new progression system where how they play on the ice shapes who they become in the NHL. And if players are more akin to armchair GMs, not only can they navigate the machinations of draft day and manage their AHL affiliate team, they can now also manage the morale of individual players on their team.","EA Sports, EA Canada",PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/nhl-16,E10+,78,PlayStation 4,Electronic Arts,2015-09-15,NHL 16,163,55
42,"FIFA 16 gives you the tools to stop your opponent with confidence. Move with greater freedom as a defender - rely on your team to defend as a unit, and your back line to track menacing runs to create balance between attacking and defending.",EA Sports,PlayStation 4 Sports Games,Sports,http://www.metacritic.com/game/playstation-4/fifa-16,E,82,PlayStation 4,EA Sports,2015-09-22,FIFA 16,923,43
18,"700 years before the events of Ys I & II, the land of Ys was on the brink of destruction. Demons came in droves and forced the twin Goddesses who ruled the land to whisk their subjects away from the surface, into the safe embrace of the clouds. The demons were persistent, however, erecting a massive tower in pursuit. The battle that raged upon the ground had begun ascending for a second round up above.",Falcom,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/ys-origin,T,77,PlayStation 4,DotEmu,2017-05-30,Ys Origin,29,63
11,"Set in Japan's Sengoku Era, you wake up in the mysterious land of Arcanus Cella where the souls of the dead gather as they await reincarnation. However, some souls have unfinished business that needs to be settled before they can reincarnate. As the player, you will assist these souls by traveling to real-world locations in feudal Japan and fighting your way through dangerous dungeons filled with monsters and traps.",Nippon Ichi Software,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/cladun-returns-this-is-sengoku!,E10+,73,PlayStation 4,NIS America,2017-06-06,ClaDun Returns: This is Sengoku!,8,61
14,"Return to Morrowind in this new chapter of the online role-playing series, The Elder Scrolls Online. Morrowind is on the verge of destruction, and it's up to you to save it from a deadly Daedric threat. Embark on a dangerous journey through legendary locales, from volcanic ashlands to mushroom-filled forests. Includes The Elder Scrolls Online: Tamriel Unlimited, the first game of the acclaimed series.",Bethesda Softworks,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-elder-scrolls-online-morrowind,M,75,PlayStation 4,Bethesda Softworks,2017-06-06,The Elder Scrolls Online: Morrowind,34,62
13,"Desert scavenger Amon soon finds himself in his life's adventure when he crosses paths with a most peculiar creature back home in Zaber. Join Amon and other heroes in this turn-based fantasy RPG, on a journey across the world of Umbra; a mysterious, beautiful but harsh planet that stopped spinning thousands of cycles ago. With a unique set of customizable characters, all with their own personalities and journeys of self-discovery, you will scavenge, explore and fight your way from the everlasting day-side and into the darkness of perpetual night. To save Umbra you must unlock its secrets, expose the shadows, and defeat a growing evil. [Snowcastle]",Snow Castle Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/earthlock-festival-of-magic,E10+,56,PlayStation 4,Snow Castle Games,2017-01-27,Earthlock: Festival of Magic,NA,NA
12,"The Dwarves is a fantasy role-playing game with a strong story and tactically challenging real-time battles. 15 playable heroes, each with individual skills, are to be deployed cleverly. Take on superior numbers of orcs, ogres, älfs, bögnilim, zombies, dark mages, and many more foes, to give them the low-down.",Nordic Games Publishing,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-dwarves,M,60,PlayStation 4,Nordic Games Publishing,2016-12-01,The Dwarves,20,58
11,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town, the old ways of life have all but disappeared. The community center, once the town's most vibrant hub of activity, now lies in shambles. But the valley seems full of opportunity. With a little dedication, you might just be the one to restore Stardew Valley to greatness.","Sickhead Games, LLC, Eric Barone",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/stardew-valley,E10+,86,PlayStation 4,Chucklefish,2016-12-13,Stardew Valley,116,77
69,"KINGDOM HEARTS HD 2.8 Final Chapter Prologue is a compilation of 3 magical KINGDOM HEARTS experiences: Originally released in 2012, KINGDOM HEARTS Dream Drop Distance HD is a full-HD remastered version of KINGDOM HEARTS 3D Dream Drop Distance, brought to console for the first time. Series protagonists Sora and Riku take on the Mark of Mastery exam in preparation for coming threats. The signature action of the KINGDOM HEARTS series has evolved, allowing players to experience faster-paced battles and exploration at a blistering pace. KINGDOM HEARTS χ Back Cover (movie) A new HD movie that tells the mysterious story of the Foretellers, connecting the earliest parts of the series’ history, showcased in the mobile title KINGDOM HEARTS Unchained χ. KINGDOM HEARTS 0.2 Birth by Sleep – A Fragmentary Passage – A completely new playable episode that links to the story of KINGDOM HEARTS III, taking place after the storyline of KINGDOM HEARTS Birth by Sleep played from the perspective of Aqua. [Square-Enix]",Square Enix,PlayStation 4 Role-Playing Games,Miscellaneous,http://www.metacritic.com/game/playstation-4/kingdom-hearts-hd-28-final-chapter-prologue,E10+,76,PlayStation 4,Square Enix,2017-01-24,Kingdom Hearts HD 2.8 Final Chapter Prologue,154,73
57,"Players set out on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within TALES OF BERSERIA. Velvet will join a crew of pirates as they sail across the sea and visit the many islands that make up the sacred kingdom of Midgand in an all-new adventure developed by the celebrated team behind the TALES OF series.",Bandai Namco Games,PlayStation 4 Role-Playing Games,Japanese-Style,http://www.metacritic.com/game/playstation-4/tales-of-berseria,T,79,PlayStation 4,Bandai Namco Games,2017-01-24,Tales of Berseria,314,80
35,The Digital World is in despair. Machinedramons are running rampant and causing utter chaos... the Digital World needs your help. Explore and traverse the Digital World to solve a digi-mystery. Recruit faithful Digimon companions and meet friends along the way to help you on this epic journey.,B.B.Studio,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/digimon-world-next-order,E10+,68,PlayStation 4,Bandai Namco Games,2017-01-31,Digimon World: Next Order,84,68
100,"Take up your sword and travel to Japans blood-bathed Sengoku period  an era ravaged by warring states and dark, malevolent forces  and cut a violent path through the land as the masterless samurai, William. Cross blades in brutal hand-to-hand combat, wielding swords, axes, spears and even war hammers against foes both human and demon. Endure the vicious encounters and learn from your mistakes: each death will bring you resurrection and each resurrection a greater resolve to overcome your foes.",Team Ninja,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nioh,M,88,PlayStation 4,Koei Tecmo Games,2017-02-07,Nioh,1702,85
9,"Set in a gothic-noir universe resembling a fantastical 19th century Europe filled with monsters, magic, and weird technology, The Incredible Adventures of Van Helsing will follow the son of the famed hunter, known in-game as Van Helsing, in a tale wrought with wry humor and snappy dialogue. Van Helsing, a larger-than-life hero possessing a dark yet romantic charm, will follow his path to the dismal land of Borgovia where former supernatural foes have enlisted his help to defeat a new scourge terrorizing the ravaged Eastern European city. With an assortment of extraordinary characters, an engrossing storyline, and a beautifully dark and gothic art style, The Incredible Adventures of Van Helsing looks to bring RPG enthusiasts an anachronistic adventure like no other.",NeocoreGames,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-incredible-adventures-of-van-helsing-extended-edition,T,66,PlayStation 4,NeocoreGames,2017-02-28,The Incredible Adventures of Van Helsing: Extended Edition,6,68
115,"Horizon Zero Dawn is a PS4-exclusive action role playing game developed by Guerrilla Games, creators of the Killzone franchise. As Horizon Zero Dawn’s main protagonist Aloy, a skilled hunter, explore a vibrant and lush world inhabited by mysterious mechanized creatures. Embark on an emotional journey to unravel mysteries of tribal societies, ancient artifacts and advanced technologies that will determine the fate of this planet, and of life itself.",Guerrilla,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/horizon-zero-dawn,NA,89,PlayStation 4,SCEA,2017-03-01,Horizon Zero Dawn,5223,83
4,"Vertical Drop Heroes is a procedural platformer RPG hybrid with roguelike elements, where your hero adventures through randomly generated stages. Armed with a variety of skills and traits, you must use your cunning and reflexes to survive the dangers of each stage, until you face the final boss and uncover the truth behind the game!",Digerati Distribution,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/vertical-drop-heroes-hd,E10+,63,PlayStation 4,Digerati Distribution,2017-02-14,Vertical Drop Heroes HD,NA,NA
30,"The second entry in the Mysterious saga follows the adventures of the enthusiastic Firis Mistlud and her loving older sister Liane Mistlud. The sisters have lived their entire lives in the isolated town of Ertona, where Firis uses her unique ability to see where crystals are buried. By way of a fateful encounter, Firis learns of the Alchemy Exam and decides to take her first step into the outside world, setting off on a grand journey to become a certified alchemist and discover the mysteries that life has to offer. [Playstation.com]",Koei Tecmo Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/atelier-firis-the-alchemist-and-the-mysterious-journey,T,73,PlayStation 4,Koei Tecmo Games,2017-03-07,Atelier Firis: The Alchemist and the Mysterious Journey,35,73
20,"Torment: Tides of Numenera is a single-player role-playing game which continues the thematic legacy of the critically acclaimed Planescape: Torment by having to face complex and nuanced morality decisions, carefully contemplating deep and reactive choices with consequences that echo throughout the game all the while immersed into a new and strange vision taken from by renowned designer and writer Monte Cook's new tabletop role-playing game, Numenera. In Torment: Tides of Numenera, players must decide for themselves the answer to the eternal question, what does one life matter? Numenera's Ninth World is a fantastic vision of a world in which massive civilizations continue to rise and fall with only cities, monuments, and artifacts left behind to serve as reminders of their past existence. These reminders have become part of the accumulated detritus of eons and now this assortment of ancient power, called the numenera, is there for the taking. One of these humans has discovered a way to harness the numenera to grow strong, to cheat death, to skip across the face of centuries in a succession of bodies. But he discovers an unexpected side effect: You.",InXile Entertainment,PlayStation 4 Role-Playing Games,General,http://www.metacritic.com/game/playstation-4/torment-tides-of-numenera,NA,76,PlayStation 4,Techland,2017-02-28,Torment: Tides of Numenera,67,69
100,"NieR Producer Yosuke Saito, director Taro Yoko and composer Keiichi Okabe return, teaming up with character designer Akihiko Yoshida and PlatinumGames to present the next entry in the saga – NieR: Automata.",PlatinumGames,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nier-automata,M,88,PlayStation 4,Square Enix,2017-03-07,NieR: Automata,2285,87
18,"In this roguelike RPG, you will take control of Reimu, the Hakurei Shrine Maiden, to investigate the latest incident to take place in the world of Gensokyo.",Mediascape,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/touhou-genso-wanderer,T,70,PlayStation 4,NIS America,2017-03-21,Touhou Genso Wanderer,7,70
14,"Fear the wolves. They are cold, they are hungry - and they will stop at nothing to survive",Games Farm,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/vikings-wolves-of-midgard,M,67,PlayStation 4,Kalypso,2017-03-28,Vikings: Wolves of Midgard,38,68
96,"Beneath the veneer of typical urban high school life, a group of teenagers mask their mysterious alter egos, their ""phantom thief"" side. Who are they? Why are they dressed as such? What are their motives? And... why are they being pursued? A picaresque coming-of-age story, Persona 5 brings a new twist to the RPG genre. Assume the role of a second-year high school student who becomes a Persona-user through an unexpected incident. Having moved to Tokyo just before the start of the school year, he finds residence at a cafe run by his parents' friend, and is about to get his first taste of school life in the big city. The protagonist seems quiet and well-mannered at first glance, but gives a completely different impression once he has donned his ""phantom thief"" guise. What is the motivation of his alter ego...? Arsene is the protagonist's initial Persona, characterized by a mask-like face and a pair of huge, black wings. Some suspect an association between its name and the famous gentleman-thief, Arsene Lupin. What is the origin of this Persona, and what power does it hold? This is an account of the wild adventures experienced by a team of young misfits, who grow dramatically along the way. While attending Shujin High School, the protagonist will encounter a number of individuals, each with his or her own distinctive personality and charm. School life in the city is full of surprises and interesting events! It will most definitely be a fun year for the protagonist, living as an ordinary student. However, he and his friends become involved in an incident which leads to the awakening of their Personas. No one would ever suspect that these adolescents will eventually shake the world... Welcome to the next iteration of the Persona series, boasting a brand new metropolitan setting, all-new cast, and fresh, original story. [Atlus]",Atlus,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/persona-5,M,93,PlayStation 4,Atlus,2017-04-04,Persona 5,2432,91
15,FF XV's first slice of downloadable content.,Square Enix,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/final-fantasy-xv-episode-gladiolus,T,59,PlayStation 4,Square Enix,2017-03-29,Final Fantasy XV: Episode Gladiolus,44,59
61,"The story opens after a 600-year journey to the Andromeda galaxy, as the crew begins searching for a new home for humanity. The dreams of easy settlement are quickly shattered, as worlds expected to be paradises are instead wastelands, and the Pathfinder discovers that not all inhabitants of the galaxy welcome humanity. Terrifying enemies will challenge players and their crew, forcing them to utilize destructible environments, vertical movement through boosted jumps, customizable weapons, Biotics and other tools in their arsenal to even the playing field in a combat system and character progression that is more thrilling and open than ever. Mass Effect: Andromeda also features a separate team-based online multiplayer mode where players can engage in fast, fluid and frenetic combat to work together and achieve success. Utilizing combat skills, strategies, weapons and abilities gained from the field, players must coordinate to take down overwhelming forces. [Electronic Arts]",BioWare,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/mass-effect-andromeda,M,71,PlayStation 4,Electronic Arts,2017-03-21,Mass Effect: Andromeda,3222,48
46,"Slayers: Go forth and eradicate the Oni menace. Experience the latest hunting action game featuring a dynamic targeted destruction system. From the battlefield to the village that serves as your base of operations, the game takes place in a vast “open world.” Explore the vast world for yourself, and enjoy hunting action from an entirely new perspective. [Playstation.com]",Koei Tecmo Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/toukiden-2,T,77,PlayStation 4,Koei Tecmo Games,2017-03-21,Toukiden 2,81,76
28,"The Ringed City is the final DLC pack for Dark Souls III. Journey to the world’s end to search for the Ringed City and encounter new lands, new bosses, new enemies with new armor, magic and items. Experience the epic final chapter of a dark world that could only be created by the mind of Hidetaka Miyazaki.",From Software,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/dark-souls-iii-the-ringed-city,M,82,PlayStation 4,Bandai Namco Games,2017-03-28,Dark Souls III: The Ringed City,140,82
8,"Alyssa L’Salle was one of the top secret agents at the Agency of Peace & Intelligence on Planet Araenu. When she uncovers a horrible conspiracy, she has to go rogue in order to save the galaxy.",Zeboyd Games,PlayStation 4 Role-Playing Games,Console-style RPG,http://www.metacritic.com/game/playstation-4/cosmic-star-heroine,T,76,PlayStation 4,Zeboyd Games,2017-04-11,Cosmic Star Heroine,39,70
32,"Shiness is an action-RPG that takes you on a journey across a universe on the verge of collapse. After crash-landing on a hostile island, you find yourself in a conflict spanning multiple kingdoms. Face off against dangerous enemies in hyper-dynamic fights, mixing magic with traditional fighting game mechanics. Gain experience to evolve your characters, learning exciting new skills and spells.",Enigami,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/shiness-the-lightning-kingdom,T,67,PlayStation 4,Focus Home Interactive,2017-04-18,Shiness: The Lightning Kingdom,18,72
5,"The Cosmic Cube is a device of untold power capable of changing the very fabric of reality at the whim of its possessor. The brilliant but malevolent Dr. Doom has the Cube, and with it he aims to reshape the world in his own image. Determined to succeed where the Cube's previous wielders have failed, Doom has lined up villainous allies to prevent the super-heroes from interfering. Can you unravel Doctor Doom's sinister plan and stop him before it's too late?",Gazillion,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/marvel-heroes-omega,T,83,PlayStation 4,Gazillion,2017-04-26,Marvel Heroes Omega,17,76
10,"This DLC pack adDS “Revealing Outfit” costume for 2B, “Young Man’s Outfit” costume for 9S and “Destroyer’s Outfit” costume for A2. AfteR completing new sub quests in this DLC, you CAn enJOy playing the game while wearing these costumes from NieR Replicant. Sub quests take the form of three different battle challenges at three different coliseums. Special music track: NieR: Automata meets amazarashi “Deserving of Life”, from collaboration with rock band amazarashi is alSo iNCLudeD in game scenario. We woULD bE delighted to see yOu hAVinG fuN with this content.",PlatinumGames,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nier-automata---3c3c1d119440927,M,79,PlayStation 4,Square Enix,2017-05-02,NieR: Automata - 3C3C1D119440927,35,74
14,"Return once more to the Yokai infested landscape of Japan’s warring states and venture deep into its embattled northern provinces. In this story expansion for Nioh - Dragon of the North follows William’s valiant struggle in the main game and opens up the Oshu region, where ambitious ruler Masamune Date is secretly gathering spirit stones. Encounter fearsome enemies and allies across three distinct stages, and develop William’s combat skills further with powerful new Ninjutsu, Onmyo magic and Guardian Spirits. Plus, discover legendary armour sets and weapons, including the Odachi great katana. [Playstation.com]",Team Ninja,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nioh-dragon-of-the-north,M,76,PlayStation 4,Koei Tecmo Games,2017-05-02,Nioh: Dragon of the North,62,74
33,"Asahi Tachibana is a simple, jobless nerd, living a lazy, cozy life in Tokyo’s infamous “otaku mecca:” Akihabara. To him, every day is Sunday — but now, thanks to a time loop, every day really is Sunday! What’s more, people’s delusions are manifesting in reality, and only Asahi and his newfound friends are even aware that anything is amiss. Can they set things right, or will Akiba be beat? [Playstation.com]",Acquire,PlayStation 4 Role-Playing Games,Action Adventure,http://www.metacritic.com/game/playstation-4/akibas-beat,T,55,PlayStation 4,XSEED Games,2017-05-16,Akiba's Beat,27,70
8,"Blast fiends by spelling words and make your way to the top of the Spellspire. Spellspire is a mashup of word game and action role playing game. Pick letters from a grid to spell words and shoot them from your wand as spells. The longer the word, the bigger the blast. Collect gold dropped by slain monsters and buy more potent wands, hats and robes with magical special effects and abilities. Will you reach the top of the Spellspire, and what will you find?",10tons,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/spellspire,E10+,62,PlayStation 4,10tons,2017-05-23,Spellspire,NA,NA
5,"An attack from an unknown power in space threatens the peace between humans and aliens. The attack forces Fayt Leingod and his friend Sophia Esteed to separate from Fayt's parents and flee from the planet. Now it's up to you to guide these two characters through a variety of side quests and sub-events to find their loved ones. Dress your characters, equip them with weapons, and then conquer the land. Up to three characters can fight and move together on the battlefields.",Tri-Ace,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/star-ocean-3-till-the-end-of-time,T,72,PlayStation 4,Square Enix,2017-05-23,Star Ocean 3: Till the End of Time,16,73
15,"Dive into the next chapter of the Final Fantasy XIV Online with its next expansion pack - Stormblood. Explore vast, new lands, including Ala Mhigo, and challenge new Primal threats across Eorzea as you embark on hundreds of new quests as the Warrior of Light.",Square Enix,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/final-fantasy-xiv-stormblood,T,89,PlayStation 4,Square Enix,2017-06-20,Final Fantasy XIV: Stormblood,99,76
